team,ranking,date
LAL,-0.6185918000858333,2021-10-20
BKN,-0.5088914334872439,2021-10-20
MIL,0.5082861762633081,2021-10-20
GSW,0.6178946507077773,2021-10-20
LAL,-0.6185918000858333,2021-10-21
DET,-0.6185918000858333,2021-10-21
TOR,-0.6185918000858333,2021-10-21
NOP,-0.6185918000858333,2021-10-21
PHX,-0.6185918000858333,2021-10-21
POR,-0.6185918000858333,2021-10-21
BKN,-0.5088914334872439,2021-10-21
IND,-0.5088914334872439,2021-10-21
BOS,-0.5088914334872439,2021-10-21
CLE,-0.5088914334872439,2021-10-21
HOU,-0.5088914334872439,2021-10-21
ORL,-0.5088914334872439,2021-10-21
OKC,-0.5088914334872439,2021-10-21
MIL,0.5082861762633081,2021-10-21
CHA,0.5082861762633081,2021-10-21
NYK,0.5082861762633081,2021-10-21
MEM,0.5082861762633081,2021-10-21
MIN,0.5082861762633081,2021-10-21
SAS,0.5082861762633081,2021-10-21
UTA,0.5082861762633081,2021-10-21
GSW,0.6178946507077773,2021-10-21
CHI,0.6178946507077773,2021-10-21
WAS,0.6178946507077773,2021-10-21
PHI,0.6178946507077773,2021-10-21
DEN,0.6178946507077773,2021-10-21
SAC,0.6178946507077773,2021-10-21
DET,-0.6185918000858333,2021-10-22
TOR,-0.6185918000858333,2021-10-22
NOP,-0.6185918000858333,2021-10-22
PHX,-0.6185918000858333,2021-10-22
POR,-0.6185918000858333,2021-10-22
LAL,-0.5968588253676336,2021-10-22
BKN,-0.5423275141361226,2021-10-22
IND,-0.5088914334872439,2021-10-22
BOS,-0.5088914334872439,2021-10-22
CLE,-0.5088914334872439,2021-10-22
HOU,-0.5088914334872439,2021-10-22
ORL,-0.5088914334872439,2021-10-22
OKC,-0.5088914334872439,2021-10-22
DAL,-0.5088914334872439,2021-10-22
LAC,-0.4642731325295543,2021-10-22
MIL,0.006128877282289,2021-10-22
CHA,0.5082861762633081,2021-10-22
NYK,0.5082861762633081,2021-10-22
MEM,0.5082861762633081,2021-10-22
MIN,0.5082861762633081,2021-10-22
SAS,0.5082861762633081,2021-10-22
UTA,0.5082861762633081,2021-10-22
ATL,0.5082861762633081,2021-10-22
MIA,0.6007519951729726,2021-10-22
CHI,0.6178946507077773,2021-10-22
WAS,0.6178946507077773,2021-10-22
PHI,0.6178946507077773,2021-10-22
DEN,0.6178946507077773,2021-10-22
SAC,0.6178946507077773,2021-10-22
GSW,0.9254966321110136,2021-10-22
LAL,-1.090061702214733,2021-10-23
BOS,-1.011450942975257,2021-10-23
NOP,-0.9073526160559428,2021-10-23
ORL,-0.8989701251316764,2021-10-23
OKC,-0.8914372676781542,2021-10-23
CLE,-0.8766454908434649,2021-10-23
IND,-0.7577432797491345,2021-10-23
POR,-0.6587065438936693,2021-10-23
DET,-0.6002177926141142,2021-10-23
DAL,-0.5088914334872439,2021-10-23
LAC,-0.4670267801492692,2021-10-23
PHI,-0.1028126824924657,2021-10-23
HOU,-0.0605346098026391,2021-10-23
PHX,-0.0553626853271871,2021-10-23
TOR,-0.0464445085060401,2021-10-23
MIL,0.0472057005747064,2021-10-23
