home,vis,home_score,vis_score,quarter,time,home_mline,vis_mline,date
ORL,MIN,,,,,280,-365,2022-03-11
ATL,LA,,,,,-305,240,2022-03-11
BOS,DET,,,,,-1000,650,2022-03-11
MIA,CLE,,,,,-365,280,2022-03-11
MEM,NY,,,,,-425,320,2022-03-11
NO,CHA,,,,,130,-150,2022-03-11
HOU,DAL,,,,,410,-575,2022-03-11
SA,UTA,,,,,185,-225,2022-03-11
PHO,TOR,,,,,-220,180,2022-03-11
LA,WAS,,,,,-190,160,2022-03-11
ATL,LA,,,,,-300,235,2022-03-11
BOS,DET,,,,,-1125,700,2022-03-11
MEM,NY,,,,,-410,310,2022-03-11
ORL,MIN,,,,,280,-400,2022-03-11
ORL,MIN,0.0,0.0,1.0,11:44,300,-435,2022-03-11
ORL,MIN,0.0,3.0,1.0,11:12,325,-475,2022-03-11
ORL,MIN,3.0,3.0,1.0,10:38,270,-385,2022-03-11
ORL,MIN,3.0,6.0,1.0,10:20,325,-475,2022-03-11
ORL,MIN,4.0,6.0,1.0,10:20,280,-400,2022-03-11
ORL,MIN,5.0,9.0,1.0,10:04,310,-450,2022-03-11
ORL,MIN,7.0,9.0,1.0,9:34,270,-385,2022-03-11
ORL,MIN,7.0,9.0,1.0,9:20,250,-350,2022-03-11
ORL,MIN,7.0,9.0,1.0,9:01,310,-450,2022-03-11
ORL,MIN,7.0,12.0,1.0,8:48,300,-435,2022-03-11
ORL,MIN,9.0,15.0,1.0,8:15,325,-475,2022-03-11
ORL,MIN,9.0,15.0,1.0,8:05,325,-475,2022-03-11
ORL,MIN,9.0,15.0,1.0,7:51,300,-435,2022-03-11
ORL,MIN,10.0,15.0,1.0,7:51,280,-400,2022-03-11
ORL,MIN,11.0,15.0,1.0,7:37,260,-370,2022-03-11
ORL,MIN,13.0,17.0,1.0,7:07,260,-370,2022-03-11
ORL,MIN,13.0,20.0,1.0,6:31,310,-450,2022-03-11
ORL,MIN,14.0,20.0,1.0,6:31,310,-450,2022-03-11
ATL,LA,,,,,-335,260,2022-03-11
HOU,DAL,,,,,400,-550,2022-03-11
ORL,MIN,15.0,20.0,1.0,6:17,310,-450,2022-03-11
ORL,MIN,15.0,21.0,1.0,6:17,325,-475,2022-03-11
ORL,MIN,17.0,22.0,1.0,6:01,300,-435,2022-03-11
ORL,MIN,17.0,24.0,1.0,5:44,325,-475,2022-03-11
